nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
England,Male,18-24,10,10,10,10,10,10,10,10,"fantastic place, great atmosphere, would recommend to anyone, patio is friendly"
Australia,Female,31-40,9.7,8,10,10,10,10,10,10,"this is a really fantastic flashpackers - problem is that it is so nice, that it&#039;s easy to find yourself sitting talking with people in the lounge all day (especially when it&#039;s cold outside).   this is a new hostel, in a really nice neighbourhood, which is fun to walk around and has easy access to downtown (although it&#039;s a fairly long walk).  the staff were all friendly, helpful and a couple even seemed to know lots about denver.   when in denver stay here!  "
Canada,Male,31-40,9.4,10,10,8,10,10,8,10,this is the most aesthetically pleasing hostel i’ve ever been in. the beds were comfortable and the pillows were still pillows instead of lumps of cloth. the staff were all amazing and friendly. there were some unique people in the hostel due to no upper age restriction. i was able to meet a lot of solo travelers to hang out with. i enjoyed my stay and would stay again. 
USA,Female,25-30,10,10,10,10,10,10,10,10,such a cool hostle!! met the coolest people. great location. great staff. bed was so comfortable and black out curtains 👌🏻. had the best experience here (:
USA,Male,25-30,10,10,10,10,10,10,10,10,"wasn&#039;t sure what to expect, but ember hostel turned out to be an excellent facility with a team that actually cares about doing their work well. i appreciate the cleanliness, character of the building, and the security."
USA,Male,41+,9.1,8,8,8,10,10,10,10,"the embers is a wonderful find in a happening town.  the entire interior has been remodeled very recently.  the dorm rooms are top notch and as good as any i&#039;ve seen with privacy curtains, storage areas beneath bunks, individual reading lamps and power outlets.  kitchen and bath facilities are very clean.  would i stay here again?  yes, absolutely; i look forward to it."
USA,Female,25-30,10,10,10,10,10,10,10,10,"walking distance to bars, restaurants, and trader joe’s. the kitchen was great."
USA,Male,31-40,9.7,10,8,10,10,10,10,10,fabulous decor  nice clean rooms with bunk style dorm beds. comfy beds with draw curtain for privacy.  fun themes through the hostel  free coffee
USA,Female,31-40,9.1,8,10,8,10,10,10,8,this was my first stay in a hostel. the bad points. there was some hair in the shower. and they don’t make your bed or change sheets if you stay more than one night. so making a bed that small with a bad back was hell. but. the atmosphere was excellent. the decor made me feel like i was in a 5 star hotel. hot tub and fire pit out back are just as they are pictured and felt amazing on sore traveling muscles. i will definitely stay here again if i come back to the area. 
USA,Male,25-30,10,10,10,10,10,10,10,10,"ember is a stones throw from all of the city’s best bars, restaurants and sightseeing. the hostel succeeds at making you feel like you walked into a different era while maintaining a very high end and modern feel. the mattresses/pillows are super comfy. all of the staff members at ember were very friendly with me and were quick to offer great restaurant/bar suggestions and clue me into social events going on at the hostel. if you’re looking for an awesome place to crash, end your hunt here."
USA,Couple,18-24,10,10,10,10,10,10,10,10,we stayed here during our time in downtown denver. the place itself has incredible decor and amenities. there’s even a hot tub which gives you a great view of the night sky. the location was perfect - very close to everything. something i really enjoyed was that each bed has a cover that gives you a little bit of extra privacy. on top of all of that the staff is really wonderful and helpful. would 100% stay there again! 
USA,Male,31-40,9.7,10,10,10,10,10,10,8,"this is the only hostel to book...simple things like a curtain , a light and a power outlet go a long way to making your bed space feel private. only suggestion is that you need a bedside fan as well not fully for the airflow but mostly to generate white noise to drown out people snickering while you&#039;re trying to sleep...oh and add a grill!!!! do not i repeat do not book elsewhere...only book elsewhere if ember is full. i have been to those places...trust me...they are jokes in comparison."
USA,Male,25-30,9.7,8,10,10,10,10,10,10,"this hostel was very clean and had a really cool vibe. it&#039;s a historic building but they have done a good job on updateing just the right things. the beds were comfortable, everyone was nice, they have a patio with a jacuzzi and a fireplace to hang out at. one down side was no breakfast, but they are still new (only been open 2 months). they have some parking spots if you have a car. the beds have a privacy curtain and all beds have their own plug/usb/light. overall awesome hostel!"
Canada,Male,25-30,10,10,10,10,10,10,10,10,i had a great experience visiting denver for the first time. the hostel staff were pleasant and extremely helpful and knowledgeable about the area. the facilities were modern and clean. i would recommend this place to anyone staying in denver. 
USA,Couple,31-40,9.1,10,10,10,10,8,6,10,"ember hostel is in a great location! i was born in denver, co, and during my stay, i was able to visit all my favorite places either by walking or a short bus ride. the facilities and the dorms were immaculately clean and comfortable, and the concierge and recommendations were very helpful. the only thing i would change is the volume of the music in the common areas. it made it difficult to concentrate and even harder to enjoy anyone&#039;s company."
USA,Male,41+,9.7,10,10,8,10,10,10,10,"the best hostel i&#039;ve stayed at in north america. everything is perfect. the cubicle bunks with privacy curtains and power outlets mean you never  have to leave your bed, but if you do there&#039;s a posh common room to hang out in. high-end neighborhood. trader joes around the corner and a real supermarket about 15 minutes on foot. 15 minute walk to state capital and 20 min to downtown pedestrian mall. agent cooper would be comfortable here. "
Australia,Male,25-30,10,10,10,10,10,10,10,10,"this hostel is just amazing, to the amazing decor, to the jacuzzi outside, the curtained hotel like rooms and finally the amazing staff. this hostel has everting and much more. thus far the best hostel i have stayed in while in america and will more than likely remain. "
USA,Female,25-30,9.4,10,8,10,10,8,10,10,"the hostel itself is beautiful and given the chance, i would love to stay here again. the rooms were really great and so were the staff!"
Mexico,Male,31-40,8.9,8,10,8,8,8,10,10,this place is a really different hostel... the living room is just awesome.   each bed in shared rooms has a really cool/useful curtains that make you feel more privacy .  the toilets are really small but clean.  the showers are cool and clean.
USA,Male,18-24,10,10,10,10,10,10,10,10,"amazing, basically a luxury hotel!!"
USA,Male,25-30,9.4,8,10,10,10,10,8,10,"i had a very nice stay at ember... dorm beds were very comfortable and well-equipped with lights, outlets and curtains. shower was amazing. the whole place was very clean and had a relaxed atmosphere. "
USA,Female,25-30,9.7,10,10,8,10,10,10,10,"ember hostel is a relatively new, charming hostel in the capital hill part of denver. the actual facility is beautiful, the beds were comfortable and the amenities are great. the area can be a little out of the way, but not a bad walk to more lively area depending on the weather. i would definitely recommend staying here!"
USA,Female,25-30,9.7,10,10,8,10,10,10,10,"one of my fave hostel experiences. great staff and amenities. 16 room mixed can smell funny with that many people, but to be expected. "
USA,Male,18-24,10,10,10,10,10,10,10,10,"clean, comfy, secure, welcoming. excellent hostel"
Germany,Male,25-30,9.1,8,10,8,8,10,10,10,"very nice and clean place, definitely an upscale hostel to feel comfortable and cozy in. there was a water leak in my room so they provided a new room."
