nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
Canada,Female,25-30,9.7,10,8,10,10,10,10,10,"what a great hostel! one of the best i have stayed at. breakfast was excellent, the rooms were really great. loved the full sized lockers with outlets... genius! and the privacy screens on the beds were great too, but they block the fan and no air conditioning is hard to adjust to. the staff were really nice, and helpful. the hostel was super clean, i saw them moving furniture to clean behind it every single day, i don't even do that at my house! i would stay again any time!"
USA,Female,18-24,7.7,6,10,8,8,6,8,8,"i am traveling from georgia to california. i did not want to spend an arm and a leg on a hotel, so a friend suggested i try staying at a hostel. upon arrival i am asked to show my passport- considering i came from ga i didn't have one. i was almost refused a place to stay because i was not traveling from abroad. i was allotted a bed for one night only and had to find another place for the duration of my trip. "
USA,Female,18-24,8,8,10,10,8,2,8,10,"place was clean and secure, however the staff were unfriendly and unhelpful."
Canada,Male,25-30,8.3,8,10,10,8,6,8,8,"the staff at check-in seemed high. they didn't really know what was going on in reference to our booking through hostelworld. they claimed the hostelworld reservation didn't go through and that this had never happened before. then after 30 minutes, they managed to get me and my 2 friends in the same room.   otherwise, hostel was great. clean, quiet, great location and free morning breakfast."
Australia,Female,18-24,8,6,10,8,8,8,8,8,"aging hostel but it was decent.  room smelt very musty so we had to open the windows and turn on the fan.  appreciated the power outlets and light at every bed, and also the power outlet in the lockers!  good location for hollywood but be aware that it gets very noisy at night especially on fridays as there are loads of party animals in the area.  hostel is located next to a parking lot so there were loads of people, making car noises and what not.  had to compromise and close some windows..."
Australia,Male,25-30,9.4,10,10,10,8,8,10,10,"you pay for what you get, its more expensive than other options but its clean, secure, good area, breakfeast is more than decent, power points, lights and privacy at each bed, cleaned daily. lots of activities. defs stay here again"
Australia,Male,18-24,10,10,10,10,10,10,10,10,"i liked it so much i didn't want to leave!! in fact, i haven't. i now work there :)"
Netherlands,Male,31-40,9.1,8,10,10,10,8,8,10,"the hostel is conveniently located, just a short walk from hollywood boulevard. the place is very secure, has a huge amount of staff and is extremely clean. the beds have quite some privacy, even for bunks. the downside is that the place is quite noisy, also from sounds outside. breakfast is included, with fresh pancakes. also, lots of tours are organized and airport transport at good prices. would stay again."
England,Female,25-30,8.6,8,10,10,8,6,8,10,"very nice and modern hostel, very clean, central to most places in hollywood! rooms spacious and nice, comfy bedsn everyone was friend however i thought that the staff were very rude at times and very abrupt. "
USA,Male,25-30,8.6,10,8,10,8,6,8,10,"i definitely recommend this hostel if you're doing anything in hollywood. i walked to runyan canyon park for great hiking, chinese theatre, pantages theatre, and it's really close to the red line which i took to and from union station and universal studios. and it's near bus 222 that i took to warner brothers studios. and the beds were amazingly comfortable! my room was 2 girls and 4 guys, everyone was super respectful. the pans for making pancakes were warped. . . big deal lol"
England,Female,18-24,7.7,8,8,10,8,6,6,8,"this is in a great location, right next to hollywood bvld. beds are comfy and staff are friendly and helpful for the most part but do not know everything so check on maps/internet if you want to go places. also while i was there the internet was not working which was frustrating!    however if you're looking for a decent, good value for money hostel and are relying on public transport in la this hostel does the job well."
Colombia,Male,25-30,8.9,8,8,8,10,10,8,10,"very clean, well organised, good location, good atmosphere and funny pub crawl. i would stay there again."
NewZealand,Female,18-24,9.1,8,10,10,10,8,8,10,i stayed here last year and its still a really great hostel to stay at if your in la! the breakfast options have changed though since :( no more yoghurt and banana
Sweden,Female,25-30,9.7,10,10,10,10,10,10,8,"i've stayed at quite a few hostels and this is by far the best one! a very good location and i felt safe in the neighbourhood and at the hostel. the staff knows a lot when it comes to good hikes, which bus to take or nice places to eat."
Australia,Female,18-24,10,10,10,10,10,10,10,10,"great location, friendly staff, loved the individual lights and powerpoints for each bed. free breakfast was excellent as we're the nightly dinners for $7. would recommend staying here."
England,Female,18-24,10,10,10,10,10,10,10,10,"really awesome place to be. hostel arranges loads of free walks or tour sign ups, discount attraction tickets. staff so helpful with all questions. easy to meet people in the social areas, and the beds are super comfy. would definitely stay again if ever in la. 10/10! thanks! "
Sweden,Male,25-30,9.1,6,10,10,10,10,8,10,"nothing bad to say about this hostel. a lot of staff and pricy, but location is good."
Australia,Male,25-30,8.6,8,8,10,10,8,8,8,"location is everything, and it doesn't hurt that the rooms were tidy and the free breakfast in the morning was awesome too, will definitely recommend them to friends."
England,Female,25-30,9.1,8,10,10,8,10,10,8,"perfect when you only have one day in hollywood and want to see star avenue, universal studios etc. staff knowledgeable. great location. clean. fun but also very easy to get sleep. limo party was great. it's the perfect combination of being able to chill, to party or to sight see. slept very well very comfy beds. shuttle pick up to the airport. i can honestly say this was just the perfect place for that small time i had to see star avenue, hollywood blvd and the vip day trip to universal studios"
Australia,Female,18-24,8.3,8,10,8,8,8,8,8,"great location - right in between hollywood blvd and sunset blvd. easy walk to lots of great places to eat as well.  rooms were clean, as was the bathroom.   great shuttle that runs between here and the hi at santa monica, or the airport, or other locations, which saved lugging our stuff around on the public buses. made life a lot easier!"
USA,Male,31-40,8,4,10,10,8,8,8,8,good place just a bit pricey i checked in at 4 45 am because the train stopped running at 12 and they gave me no discount
SouthKorea,Female,18-24,8.6,10,8,10,8,8,8,8,"this hostel was really good place to enjoy hollywood mood! so many traveler and young people stay here, so u can feel vibrant energy. price is also reasonable but hostel offer u breakfast, towel, entertainment, etc. if i visit la again, probably i'm gonna stay this hostel. "
China,Female,18-24,8.9,8,8,10,8,10,10,8,"location is good, ten minutes walk to the subway. although it is a bit far away from the beach, there's free shuttle. the staff were always nice and helpful except the one that helped me checking in. great activities for meeting people. patio bbq is cool. met some awesome friends here!"
USA,Male,18-24,8.9,8,10,10,8,8,10,8,"great atmosphere for socializing, meeting new people and winding down. loved the comedy show upstairs. front desk was helpful in recommending places to go, things to see, and restaurants to eat at."
Australia,Female,18-24,10,10,10,10,10,10,10,10,"great location, friendly staff, central location, lot of organized activities, good breakfast. i would recommend to friends."
Mexico,Male,25-30,6.3,4,8,8,8,4,4,8,"the staff was not helpful at all, everybody is a bit rude and this scheme of asking for your card every time you enter is really annoying. additionally, it was very expensive for what we got. the rooms are very small. last, all these signs trying to tell you how to behave made me feel in a boarding school"
Brazil,Female,31-40,9.7,10,10,8,10,10,10,10,"besides it´s amazing kitchen, this hostel serves a poor variety of food for breakfast. comfortable beds and awsome shower. the decoration is modern and they offer a lot of tours around the city, some for free. the staff is very helpfull and everything is pristine. it would be almost perfect if wifi worked better."
